INPUT:url	INPUT:title	INPUT:text	GOLDEN:res	HINT:text
https://meduza.io/cards/sledovateli-zasekretili-delo-ivana-golunova-hotya-zasekrechivat-prestupleniya-politseyskih-nelzya-i-chto-eto-zakonno	Следователи засекретили дело Ивана Голунова, хотя засекречивать преступления полицейских нельзя. И что, это законно?	Следствие объявило, что материалы уголовного дела, по которому проверяют полицейских, задерживавших корреспондента «Медузы» Ивана Голунова, полностью засекречены. Поэтому следователь отказался представить документы в суд, куда адвокат Голунова Сергей Бадамшин пожаловался на затягивание проверки. Никак. «Засекречено все уголовное дело, от обложки до последней странички, без объяснения причин», — приводит слова Бадамшина «МБХ медиа». Он подтвердил «Медузе», что следователь в суде не ссылался ни на какие нормы Уголовно-процессуального кодекса. Нет. Все дело как таковое засекретить нельзя, но можно объявить секретными входящие в него материалы. «Когда в материалах дела имеются сведения, составляющие государственную тайну, на материалы дела ставится гриф „секретно“. Однако это не означает, что засекречиваются материалы уголовного дела полностью — режим государственной тайны распространяется только на те документы, которые ее содержат», — рассказал «Медузе» адвокат «Команды 29» Евгений Смирнов. Например, если в деле только одна секретная справка, то на конкретный том ставится пометка, что в нем содержатся секретные сведения. Перечень сведений, которые подлежат засекречиванию, также ограничен. К гостайне нельзя относить сведения: Да, в теории. В той же статье закона «О гостайне», где перечислены сведения, которые нельзя засекречивать, сказано, что «должностные лица, принявшие решения о засекречивании перечисленных сведений… несут уголовную, административную или дисциплинарную ответственность». Но, как отмечает Смирнов, ни в Уголовном кодексе, ни в Кодексе об административных правонарушениях ответственности конкретно за такие действия нет. «Для того же, чтобы наказать должностное лицо в рамках статей 285, 286 и 293 УК, которые устанавливают ответственность за неисполнение/ ненадлежащее исполнение должностными лицами своих обязанностей, необходимо наличие существенного нарушения прав и законных интересов граждан или организаций либо охраняемых законом интересов общества или государства или крупный ущерб. Доказать такое существенное нарушение, или крупный ущерб практически невозможно», — добавил адвокат. Нет. Подписку о неразглашении данных расследования следователь может взять в любом уголовном деле. Проще говоря, дело необязательно должно быть секретным или содержать гостайну, чтобы следователь ограничил возможность фигурантов и адвокатов рассказывать о нем. Суд тоже можно засекретить. По умолчанию разбирательство в российский судах всегда должно проходить в открытом режиме — любой человек может прийти на любое заседание в любой суд. Но есть перечень случаев, когда разбирательство закрывают от посторонних: Два простых примера. Допрос главы «Роснефти» Игоря Сечина по делу против бывшего министра экономического развития Алексея Улюкаева, проходил в закрытом режиме: прокурор утверждал, что в словах Сечина есть коммерческая тайна. В деле Марии Мотузной свидетельниц, оскорбившихся ее постами, и сотрудника Центра «Э» также допрашивали в закрытом заседании — те рассказали о поступавших им угрозах. Да. Защитник дает подписку о неразглашении сведений, отнесенных к гостайне, после чего следователь допускает его к документам. Но работать с ними сложнее, чем обычно. «Для адвоката засекреченные материалы всегда головная боль — не дают делать копии документов, свои выписки из материалов, заметно осложняется и бюрократизируется процедура ознакомления делом, а судебные заседания всегда проходят в закрытом режиме, что лишает действенного в нашей стране инструмента защиты — гласности», — объяснил адвокат Евгений Смирнов. Через суд. По словам Евгения Смирнова из «Команды 29», вопросами гостайны занимаются суды субъектов Федерации (например, Мосгорсуд), помимо этого можно пожаловаться начальнику следователя, который засекретил материалы. Адвокат Сергей Бадамшин отказался комментировать, можно ли оспорить решение следствия по делу Ивана Голунова. 	society	Резонансное политическое дело - "Общество"
https://eadaily.com/ru/news/2019/11/05/rossiya-obognala-ssha-i-strany-evrosoyuza-po-eksportu-zerna	Россия обогнала США и страны Евросоюза по экспорту зерна	Россия с начала текущего сельскохозяйственного года (с 1 июля 2019 года) по 31 октября экспортировала 17,5 миллиона тонн зерновых культур. Об этом сообщает Минсельхоз РФ, ссылаясь на оперативную информацию ФТС России на 31 октября 2019 года . По данным Международного совета по зерну, которые приводит министерство, цена на российскую пшеницу четвертого класса (12,5% протеина, FOB Новороссийск) по состоянию на 31 октября составила 210 долларов за тонну, увеличившись за неделю на 1 доллар (на 0,5%). Экспорт зерна из России в 2018—2019 сельскохозяйственном году (с 1 июля 2018 года по 30 июня 2019 года) составил 43,3 миллиона тонн, в том числе 35,2 миллиона тонн пшеницы. Таким образом, Россия по итогам минувшего сельхозгода сохранила первое место в мире по поставкам пшеницы, обогнав как США, так и страны Евросоюза. Следует отметить, что, согласно ожиданиям Минсельхоза РФ, в 2019—2020 сельскохозяйственном году (с 1 июля 2019 года по 30 июня 2020 года) экспорт зерна из России составит 45 миллионов тонн, включая 36 миллионов тонн пшеницы. 	economy	Экономика
https://nevnov.ru/region/Arkhangelsk/740174-v-arkhangelske-proveryayut-na-dostovernost-smetu-kapitalnogo-remonta-shkoly-9	В Архангельске проверяют на достоверность смету капитального ремонта школы № 9	В столице Поморья дорабатывается проектно-сметная документация на капитальный ремонт школы № 9. Итоги экспертизы будут известны в конце декабря. В Архангельске ведется работа по капитальному ремонту школы № 9. Сейчас идет утверждение и согласование документации, сообщает сайт мэрии Архангельска. На днях состоялась встреча представителей мэрии Архангельска руководства школы и родительского актива по вопросу капитального ремонта школы № 9 на проспекте Ломоносова, 80. Сейчас процесс находится на этапе согласования проектно-сметной документации. Пакет документов был готов в конце сентября. Потребовалось некоторое время на устранение недочетов, которые выявил технический заказчик. Сейчас проектно-сметная документация полностью готова и находится в ГАУ АО «Архангельский региональный центр по ценообразованию в строительстве» для проверки достоверности на проведение капитального ремонта. Следующая встреча с родителями пройдет в конце декабря, когда уже будут известны итоги экспертизы проектной документации. Напомним, что инженерно-техническое исследование фундамента и стен здания проводилось зимой этого года. Специалисты решили, что есть возможность провести капитальный ремонт. Был проведен аукцион, с подрядчиком ИП Богдановым заключили контракт. #экспертиза#проект#архангельск#смета#капитальный ремонт в школе#школа № 9 	society	Подозрение на коррупцию - "Общество"
https://life.ru/t/%D0%B0%D1%80%D1%82%D0%B8%D1%81%D1%82%D1%8B/1255224/volochkova_pokhudiela_do_pughaiushchiegho_sostoianiia_i_diietologhi_boiatsia_chto_budiet_dalshie	Недавно Анастасия поделилась снимком, на котором предстала в новом дерзком образе с короткой стрижкой. Но на этом перемены во внешности не закончились. Волочкова рассказала, что практически ничего не ест и проводит по восемь часов в день у станка, репетируя новое шоу. Результат танцовщица демонстрирует на снимках, где выглядит худой и измождённой. Такой образ жизни экс-балерины у многих вызвал беспокойство. По словам диетолога Нади Шарк, организм, недополучающий необходимые питательные вещества, может выйти из строя, пишет КП. Но, возможно, Волочкова дополнительно использует витамины, минералы, БАДы. Не остались в стороне и подписчики Анастасии в ``Инстаграме``. Напуганные фанаты предположили, что у танцовщицы вскоре могут возникнуть серьёзные проблемы со здоровьем, и даже заподозрили в начинающейся анорексии. Бывшая девушка Тимати выложила фото в бикини, напугав своей фигурой даже медиков 	Волочкова похудела до пугающего состояния, и диетологи боятся, что будет дальше	other	Личная жизнь знаменитостей - "Прочее"
https://www.znak.com/2019-11-17/noveyshiy_voennyy_bespilotnik_ruhnul_v_ryazanskoy_oblasti	Новейший военный беспилотник рухнул в Рязанской области	В Рязанской области потерпел крушение беспилотный авиационный комплекс «Орион». Он рухнул вблизи многоквартирного жилого дома в поселке Листвянка.   «Экспериментальный образец упал при выполнении испытательного полета. По предварительной версии, произошел отказ техники. Причины выясняются. Это [беспилотный аппарат] „Орион“», — сказал ТАСС следователь по особо важным делам Московского межрайонного СУ СК на транспорте Сергей Бубенев. По его словам, проблемы у беспилотника начались еще до посадки. «Погода вряд ли могла повлиять, возможно, боковой ветер», — сказал он. Как сообщила глава Рязанского района Наталья Жуняева, беспилотник упал примерно в 70-ти метрах от многоквартирного жилого дома. Пострадавших нет. «Орион» — средневысотный беспилотный комплекс большой продолжительности полета. На форуме «Армия-2018» группа «Кронштадт» демонстрировала блок управления вооружением для беспилотника и прототип боеприпаса собственной разработки массой до 50 кг, который может оснащаться различными боевыми частями. На авиасалоне «МАКС-2019» генеральный конструктор группы «Кронштадт» Николай Долженков сказал, что беспилотник «Орион» находится в финальной стадии испытаний, Минобороны России получит один такой комплекс до конца года. 	society	Крушение летательного средства - "Общество"
https://newdaynews.ru/incidents/675570.html	В Иванове задержали банду телефонных мошенников	В Иванове задержали банду телефонных мошенников, которые действовали в разных регионах России. Злоумышленники представлялись сотрудниками банков и похищали деньги доверчивых граждан. Как сообщила официальный представитель МВД РФ Ирина Волк, в полицию поступило несколько заявлений о хищении денег, совершенных дистанционным путем. Во всех случаях схема преступления была одинакова: мошенники звонили клиентам банков и заявляли о попытке снятия денег со счета. Затем звонивший предлагал перевести средства на «безопасный» счет, граждане сами называли злоумышленникам все данные, которые позволяли списать деньги. «Таким образом, мнимые сотрудники банка получали доступ к электронным счетам граждан и похищали их сбережения. Причиненный ущерб варьировался от 9000 до 20 000 рублей», – отметила Волк, добавив, что преступники постоянного места дислокации не имели – пытаясь запутать следы, они переезжали с места на место и совершали звонки из разных регионов страны. В результате спецоперации силовики задержали девять подозреваемых – семь женщины и двух мужчин. По предварительной информации, задержанные могут быть причастны более чем к 50 эпизодам противоправной деятельности. Уголовное дело возбуждено по п. «г» ч. 3 ст. 158 УК РФ «кража, совершенная с банковского счета». При обысках у подозреваемых изъято около 20 мобильных телефонов, свыше 200 сим-карт, более десяти банковских карт. Одного фигуранта суд поместил под стражу, остальные дали подписку о невыезде и надлежащем поведении. Иваново, Служба информации РИА «Новый День» © 2019, РИА «Новый День» Написать автору или сообщить новостьПодписывайтесь на каналыЯндекс НовостиЯндекс ДзенYouTube	society	Криминал - "Общество"
https://nevnov.ru/region/Petrozavodsk/740500-vpervye-v-petrozavodsk-priedet-sankt-peterburgskii-teatr-muzykalnoi-komedii	Впервые в Петрозаводск приедет Санкт-Петербургский театр музыкальной комедии	В столицу Карелии приедут на гастроли артисты петербургского театра. На сцене Музыкального театра Карелии они исполнят свои самые лучшие номера. Санкт-Петербургский театр музыкальной комедии впервые приедет в Петрозаводск. Об этом сообщает издание «Karelia.news». Петербургский театр музыкальной комедии является одним из старейших в стране театров жанра опереттасанкт-петербургский . С 1938 года коллектив работает в красивейшем особняке на Итальянской улице. Одна из самых славных страниц в истории театра — работа в осажденном городе в течение всех девятисот дней Ленинградской блокады в годы ВОВ. Впервые в Петрозаводске с 6–8 декабря на сцене Музыкального театра выступят артисты Санкт-Петербургского театра музыкальной комедии. Они исполнят три оперетты и гала-концерт. Гостей ждет два спектакля – «Сильва» и «Граф Люксембург». Также петрозаводчане увидят поставленную петербургским театром впервые в России оперетту итальянских композиторов Карло Ломбардо и Вирджилио Ранцато «Чин Чи Ла, или Уроки любви». Гастроли завершатся гала-концертом звезд оперетты. Легкий и жизнерадостный жанр оперетты подарит жителям города минуты отдыха и забвения.   #карелия#петрозаводск#оперетта#санкт-петербургский театр музыкальной комедии 	entertainment	Культурное события
https://zik.ua/ru/news/2019/11/06/dozhdy_y_veter_ukrayntsev_predupredyly_ob_oslozhnenyy_pogodnih_uslovyy_1684679	Дожди и ветер: Украинцев предупредили об осложнении погодных условий	В среду, 6 ноября, в Украине ожидаются значительные дожди и сильный ветер. Об этом сообщает пресс-служба ГСЧС. «По прогнозу Укргидрометцентра, 6 ноября в Украине порывы ветра 15-20 м/с, на Закарпатье и Прикарпатье ночью и утром значительный дождь (И уровень опасности)», – говорится в сообщении. Также отмечается, что по Киеву и Киевской области 6 ноября порывы ветра 15-20 м/с (И уровень опасности). Напомним, в Украине 6-го ноября удержится теплая роскошная погода, температура в течение дня в большинстве областей +15+20 градусов, на юге до +22 градусов. 	other	Погода - "Прочее"
https://discover24.ru/2019/11/video-vitas-posvyatil-novyy-muzykalnyy-klip-shaurme/	Видео: Витас посвятил новый музыкальный клип шаурме	Витас, российский исполнитель, разместил на своей страничке в «Инстаграме» новый музыкальный клип, который решил посвятить одному из своих любимых уличных блюд – шаурме. Ролик, который был записан неподалеку от точки быстрого питания, не имеет ничего общего с высокобюджетными клипами, однако все же обладает неповторимым шармом и даже сюжетом. На опубликованных кадрах можно увидеть, как певец сначала с нетерпением наблюдает за готовкой блюда, а потом с огромным удовольствием съедает его. На заднем фоне при этом играет композиция «Лишь до утра», написанная Dan Balan. Правда, основная строчка немного изменена – в результате исполнитель произносит «лишь шаурма». Данную запись уже просмотрели более 13 000 раз. 	entertainment	Новость о выходе музыкального клипа - "Культура и развлечения"
https://sakhalinmedia.ru/news/878155/	Гороскоп на 17 ноября: Львы поглощены проблемами, а Овны стали жертвой навязчивой идеи	Даже если гороскопы — это всего лишь выдумка, то прок в них все равно есть. Вы, наверное, замечали, что в них нет негатива, как в тех же гаданиях. Ни один гороскоп не скажет вам, что будет пожар, смерть или измена. Конечно, в гороскопе могут написать, что у вас неблагоприятный день, но он всегда дает вам шанс обойти неприятности и препятствия. ИА SakhalinMedia предлагает астропрогноз на 16 ноября, составленный экспертами сервиса Astrocentr.ru. ОВЕН Вы можете стать жертвой навязчивой идеи. Пытаться с ней бороться бесполезно, так что расслабьтесь. Вряд ли она будет уж очень дурна. ТЕЛЕЦ Обратите внимание, правильно ли Вы распределяете свои симпатии. Для Вас характерна леность, нетребовательность к себе, нездоровый эгоизм и потакание прихотям. Затруднения в деловых и личных отношениях, особенно с молодыми женщинами. Любовные неприятности могут отвлекать от работы. Остерегайтесь экстравагантных покупок, излишних трат. Расчет на получение прибыли не оправдан. Неудачи в контактах с публикой, в общественной деятельности. Возможны финансовые или юридические затруднения БЛИЗНЕЦЫ День хорош для деловых начинаний. На вечер можно запланировать поход к парикмахеру. Скоротечный служебный роман может вызвать открытую неприязнь со стороны коллег и начальства. Постарайтесь избежать служебных связей, — Вы только выиграете. РАК Все вокруг Вас будут смеяться. Не нужно обижаться, они смеются не над Вами, а с Вами. У Вас появятся новые друзья. ЛЕВ Вы настолько будете поглощены собственными проблемами и делами, что можете не обратить внимание на проблемы, возникающие в семье. К тому же, Вы будете склонны слишком резко реагировать на просьбы и претензии со стороны домочадцев, расценивая любое их пожелание, как покушение на свою свободу. Ясное дело, что такое поведение гармонии и миру в семье способствовать не будет. Так что, если Вы не хотите перессориться со всеми членами семьи, то должны вести себя с ними более мягко, лояльно и снисходительно. ДЕВА Вы не найдете поддержки и покровительства, даже понимания. Рабочий день сопровождается ссорами и недовольством, различными затруднениями и препятствиями. Вы можете понести неожиданные потери. Следует избегать травм на производстве. Тем не менее, если Вам удастся найти конструктивное применение Вашему возросшему честолюбию, то можете добиться достойных результатов. ВЕСЫ День будет отмечен высокой активностью. Ваше чувство осторожности может помешать Вашей карьере. Отличное настроение и боевой настрой, полученные вместе с чашкой утреннего кофе, способствуют Вашей работоспособности. Вероятны конфликты с близкими, особенно со старшими родственниками. СКОРПИОН Вы, возможно, гораздо больше зависите от других, чем думаете. Придется признать этот несколько удручающий факт и вести себя соответственно. СТРЕЛЕЦ Вам хочется быть дома, Вы себя чувствуете комфортно среди близких, у домашнего очага. Появляется стремление иметь собственность и ею распоряжаться по своему усмотрению, быть главой семьи. Это может приводить к приступам домашней тирании и недоразумениям с родителями. Возможно, что домашние дела угнетают Дух, возникает много дел по дому, на это уходит много энергии. КОЗЕРОГ Ваша задача — быть в курсе событий, тогда Вам не придется жалеть об упущенных возможностях. Не уходите далеко от телефона и почаще проверяйте почтовый ящик. ВОДОЛЕЙ Обаяние и неотразимость в общении, поездках, контактах. Вы вежливы, предупредительны и тактичны, у Вас со всеми гармоничные отношения. Может произойти романтическое знакомство в поездке или по телефону. Вы склонны писать сегодня сентиментальные стихи и любовные письма. Возможны также проблемы в обучении из-за лени, неудовлетворенность и дискомфорт в отношениях с соучениками, родственниками, соседями. РЫБЫ Лучший фон для деловых поездок и переговоров. Исключите сегодня из своего меню мясо, замените его овощами. Подходящий момент для выяснения отношений с любимым человеком. Будьте осторожны — не повредите бытовую технику. 	not_news	Гороскопы - не новости
